Tweet ID,clean_text,sentiment,confidence,stance,stance_score,sentiment_raw
1990828187006201982,kepala bgn ungkap penggunaan nitrin tinggi penyebab utama keracunan mbg,neutral,0.9730653762817383,netral,0.33883076906204224,neutral
1990808795518546193,program mbg dorong pertumbuhan umkm tempe permintaan kedelai simak selengkapnya baca artikel lainnya,neutral,0.9978271126747131,netral,0.37648269534111023,neutral
1990807038474006730,harta kekayaan cucun ahmad wakil ketua dpr pernah sebut mbg tak perlu ahli gizi,neutral,0.9974763989448547,netral,0.376171350479126,neutral
1990791277802394082,polemik mbg makin panas ahli gizi menyampaikan fakta teknis malah dipotong dibentak dibilang arogan setelah viral cucun klarifikasi bahwa maksudnya soal keterbatasan tenaga ahli tapi soal etika netizen sudah keburu ngamuk error,negative,0.9968701004981995,kontra,0.4157259464263916,negative
1990790947966447998,presiden brazil memerlukan 11 tahun mencapai 40juta belum sampai 12 bulan udah 44 juta penerima,neutral,0.9989247918128967,netral,0.35694846510887146,neutral
1990755488422826100,mbg dongkrak permintaan kedelai umkm tempe tumbuh pesat,positive,0.7231540679931641,pro,0.3720414340496063,positive
1990746595206574462,lebih mahal dapur umum dpr pertanyakan anggaran pembangunan sppg senilai rp1 97 triliun,neutral,0.9983254075050354,netral,0.3750983476638794,neutral
1990740446977409459,berkelanjutan berdaya saing melalui pembangunan berfokus manusia gizi,neutral,0.7639812231063843,netral,0.3758609890937805,neutral
1990732740543549471,viral ucapkan mbg tak butuh ahli gizi waket dpr cucun ahmad akhirnya meminta maaf melakukan klarifikasi baca selengkapnya,neutral,0.9389090538024902,netral,0.37940213084220886,neutral
1990729632090337547,berita2 bulan oktober yg cukup menarik dibahas,positive,0.7088185548782349,pro,0.3791784942150116,positive
1990725173243199750,orang orang sekitar tiba tiba sppg,negative,0.7350530028343201,kontra,0.39073508977890015,negative
1990724797819416648,achmad ru yat dorong kehadiran ahli gizi setiap sppg sukseskan program makan bergizi gratis,neutral,0.9983147382736206,netral,0.36835047602653503,neutral
1990721646903099765,gelar pertemuan dpr bgn persagi sepakat tambah ahli gizi program mbg,neutral,0.9987420439720154,netral,0.377880334854126,neutral
1990718059259019346,maksudnya apa apakah tujuan mbg diberikan uang embel2 hadiah kecil2an ompeng sorry tapi miris makin gila dijadikan konten pula heyyy,negative,0.9994328618049622,kontra,0.3660646677017212,negative
1990715973557768309,tanggapi pernyataan cucun soal tak perlu ahli gizi tegaskan perlu standar kompetensi,neutral,0.9980013966560364,netral,0.3564758598804474,neutral
1990715490914693499,41 dapur mbg milik anak dewan apa salahnya kaya makin kaya orde baru mbg,negative,0.7897013425827026,kontra,0.3701559007167816,negative
1990714094178218273,ramai disorot pernyataan bahwa mbg tak perlu ahli gizi menuai protes termasuk dr tan menegaskan pentingnya tenaga profesional gt gt,neutral,0.9958521127700806,netral,0.3622604310512543,neutral
1990712413491228879,pentingnya ahli gizi program mbg baca selengkapnya rkd,neutral,0.9905377626419067,netral,0.3532449007034302,neutral
1990705947585687712,cucun minta maaf soal ucapan soal ahli gizi mbg waket dpr ri akui tak bermaksud remehkan profesi,neutral,0.9197189807891846,netral,0.383328378200531,neutral
1990702603181961565,prabowo tegaskan mbg harus bebas penyimpangan uang rakyat,neutral,0.9940286874771118,netral,0.401528924703598,neutral
1990700420424208710,presiden prabowo penerima mbg kini tembus 44 juta orang simak selengkapnya baca artikel lainnya,neutral,0.9988608360290527,netral,0.37959104776382446,neutral
1990690440698605650,melalui program makan bergizi gratis setiap anak indonesia dijamin mendapatkan asupan sehat seimbang setiap harinya,neutral,0.8082932233810425,netral,0.3374650180339813,neutral
1990684478155731227,yakin semua pasti ingin terbaik mbg manfaatnya jalan terus,positive,0.998544454574585,pro,0.36819931864738464,positive
1990678208061337831,program makan bergizi bukan hanya soal menyediakan makanan skala besar program membutuhkan tata kelola kuat tenaga kompeten standar jelas layanan aman tepat sasaran,positive,0.9842783808708191,pro,0.3674294054508209,positive
1990677265290834033,program makan bergizi gratis menjamin anak indonesia mendapatkan asupan sehat seimbang,neutral,0.9884839653968811,netral,0.3486475646495819,neutral
1990677071274905761,kasus oknum tni diduga peras sopir angkutan gowa ngaku polisi minta rp 50 juta ngerii nyooooo,negative,0.9981840252876282,kontra,0.3480859100818634,negative
1990669195848401348,program mbg tidak hanya meningkatkan kualitas gizi anak ibu hamil pekerja tetapi menggerakkan ekonomi rakyat membangun sinergi kesejahteraan bangsa,positive,0.8013388514518738,pro,0.3595568537712097,positive
1990668635552297061,mbg koperasi desa penggerak ekonomi baru membuka banyak lapangan kerja,neutral,0.998354434967041,netral,0.4045909643173218,neutral
1990667034141831321,wakil ketua dpr ri cucun ahmad syamsurijal menyampaikan permohonan maaf terkait ucapannya tentang makan bergizi gratis mbg tidak memerlukan ahli gizi,neutral,0.9988691210746765,netral,0.37193602323532104,neutral
1990663103072399473,pak bhabin monitoring distribusi mbg penerima manfaat pastikan mbg sampai aman siswa,neutral,0.9988916516304016,netral,0.3720741271972656,neutral
1990661592657035569,program gizi anak papua diganggu opm tidak bisa letkol lenis kogoya stafsus menhan tegaskan statement sebby sambom pemikiran sesat tonton full beliau sendiri akan turun tangan jika sebby terus sebar hoax,negative,0.727936863899231,kontra,0.3912133574485779,negative
1990659470314406355,updatee mbg wenakkk babgettt telor ny pakee bumbu apaa gtw 100 10,positive,0.9982439279556274,pro,0.3828881084918976,positive
1990652688535867603,memang arogan banyak keracunan sekolah lepas tanggung jawab menyalahkan guru yg tidak tahu menahu darimana makanan dimasak bapak yg dimaksud wakil dpr,negative,0.999349057674408,kontra,0.3661274313926697,negative
1990650316803788839,blunder pernyataan cucun soal tak perlu ahli gizi program mbg memicu amarah ahli baca selengkapnya rkd,neutral,0.9783897399902344,netral,0.33963605761528015,neutral
1990646723585466461,keluhan pekerja dapur mencuat setelah ig bgn dipenuhi protes soal gaji terlambat dani pengawas dapur jatim berstatus magang bekerja lebih 20 jam hari tanpa kontrak tertulis gaji dijanjikan tak kunjung cair hingga harus narik ojol demi bertahan hidup,negative,0.9920505881309509,kontra,0.35439398884773254,negative
1990642472662560808,ga punya orang dalem pasti nangis dipojokan,negative,0.9983596205711365,kontra,0.3874804377555847,negative
1990641140501237895,produsen tatakan tungku kompor mbg sppg wajib tahu,neutral,0.9988406300544739,netral,0.3937758505344391,neutral
1990640995667751060,bhabinkamtibmas polsek batangtoru melakukan monitoring penyaluran makanan bergizi gratis sds faza azkia hutaraja memastikan program berjalan tepat sasaran diterima baik oleh siswa kecamatan muara batangtoru,neutral,0.9903144240379333,netral,0.3438791036605835,neutral
1990640500257550538,presiden prabowo sebut keracunan mbg seperti sakit perut biasa tapi minta pengelola tak main main,neutral,0.9913185834884644,netral,0.3602977991104126,neutral
1990634401009635714,penerima manfaat mbg tembus 44 juta prabowo sebut prestasi dunia,neutral,0.8963422179222107,netral,0.36592429876327515,neutral
1990634380830834853,kan,negative,0.9892628788948059,kontra,0.36789414286613464,negative
1990633050343158039,melalui program makan bergizi gratis setiap anak indonesia dijamin mendapatkan asupan sehat seimbang setiap harinya bukan sekadar soal makan tentang menciptakan generasi tumbuh kuat cerdas siap menghadapi masa depan,positive,0.9665034413337708,pro,0.3635461926460266,positive
1990625845896245583,bgn buka call center 127 beroperasi 24 jam layani aduan masyarakat soal mbg baca selengkapnya rkd,neutral,0.9989976286888123,netral,0.3644564747810364,neutral
1990622201087995933,prabowo menegaskan mbg harus berjalan tanpa penyimpangan memakai uang rakyat menargetkan 82 9 juta penerima meski distribusi cepat ia minta pengawasan diperketat manfaatnya benar benar sampai anak ibu hamil seluruh indonesia,neutral,0.743264377117157,netral,0.3415130078792572,neutral
1990622179294392491,pernyataan tegas menunjukkan komitmen kuat pemerintah terus memperbaiki layanan mbg memastikan keamanan pangan menghadirkan manfaat nyata masyarakat,neutral,0.7954166531562805,netral,0.3742384612560272,neutral
1990621098241896693,makan bergizi gratis tingkatkan kualitas gizi anak gerakkan ekonomi rakyat bangun sinergi kesejahteraan bangsa indonesia lebih baik,positive,0.9973942041397095,pro,0.37393203377723694,positive
1990620701628510491,wakil ketua dpr ri cucun ahmad syamsurijal menyampaikan permohonan maaf usai menyatakan mbg tak memerlukan ahli gizi,neutral,0.9990683197975159,netral,0.36259251832962036,neutral
1990620546892222684,makanan bergizi tersaji setiap hari sedang membantu generasi muda tumbuh lebih sehat percaya diri,positive,0.9990656971931458,pro,0.38901910185813904,positive
1990618298535588026,kerja nyata pemerintah dgn program mbg bertujuan atasi stunting meningkatkan kualitas gizi anak indonesia mbg anak sekolah balita ibu hamil menyusui apel pagi ahli gizi,neutral,0.9977732300758362,netral,0.3379950523376465,neutral
1990613474863689927,program mbg tidak membutuhkan ahli gizi bahkan cucun menyatakan bahwa lulusan sma dapat menggantikan posisi mengikuti pelatihan sertifikasi selama tiga bulan link senin selasa,neutral,0.9961918592453003,netral,0.3673403561115265,neutral
1990611669719134332,menu mbg today wkwk,neutral,0.9467632174491882,netral,0.35475045442581177,neutral
1990610718555844999,gerindra semprot cucun usai sebut anak muda arogan amp tak perlu ahli gizi mbg bahaya ngomongnya,negative,0.9959826469421387,kontra,0.39144858717918396,negative
1990609732181373113,parah petani yg tidak tahu apa apa kena imbasnya,negative,0.9983598589897156,kontra,0.3767048716545105,negative
1990609141300355568,program mbg membantu memenuhi kebutuhan gizi harian siswa kalteng,neutral,0.9957257509231567,netral,0.3732755184173584,neutral
1990609122157531411,program makan bergizi gratis siswa lebih fokus,neutral,0.8661166429519653,netral,0.4071331322193146,neutral
1990608974526533780,program mbg papua tingkatkan gizi anak amp sejahterakan masyarakat,positive,0.6475505232810974,pro,0.38096898794174194,positive
1990607541123101093,bangga bersama,positive,0.9967272281646729,pro,0.3893698751926422,positive
1990606675108352379,fokus kesehatan masa depan bangsa bapak prabowo subianto berkomitmen penuh terhadap program mbg makan bergizi gratis,positive,0.7912102341651917,pro,0.38356536626815796,positive
1990604452592816152,viral cucun ahmad sebut mbg tak perlu ahli gizi kronologi hingga permintaan maaf wakil ketua dpr,neutral,0.9969075322151184,netral,0.38438716530799866,neutral
1990601180033266054,program mbg bukan sekadar makan gratis tetapi investasi gizi masa depan bangsa dapur inklusif hingga zonasi solo konsisten mbg hadir membentuk generasi sehat cerdas berdaya saing,positive,0.9544981718063354,pro,0.35014858841896057,positive
1990600749953515895,menjadi wakil rakyat otaknya harus bergizi,positive,0.9824886322021484,pro,0.38122183084487915,positive
1990600457430184167,investasi masa depan dimulai generasi sehat program makan bergizi gratis anak anak indonesia adalah langkah nyata memastikan tumbuh baik siap menghadapi tantangan,positive,0.9832335114479065,pro,0.3481784462928772,positive
1990600362915737623,menu mbg sd adikku pagi 18 nov 2025 8 30,neutral,0.9989884495735168,netral,0.36048099398612976,neutral
1990594206063300985,dua sd negeri tambora jakarta barat ratusan siswa kini bisa menikmati makan gratis setiap hari bukan program pemerintah melainkan inisiatif bertajuk makan bahagia gratis mbg ag,neutral,0.9968957901000977,netral,0.3428521752357483,neutral
1990590860149600507,kepala badan gizi nasional bgn dadan hindayana menyebut satu yayasan mitra makan bergizi gratis mbg maksimal mengelola 10 dapur satuan pelayanan pemenuhan gizi sppg provinsi sama baca,neutral,0.9989211559295654,netral,0.34953954815864563,neutral
1990590582063051029,wabup deli serdang resmikan dapur sppg ujung rambe dorong gizi anak ekonomi lokal,neutral,0.9987974166870117,netral,0.3892585337162018,neutral
1990590520780075123,wakil ketua dpr cucun sebut anak muda arogan hingga klaim tak perlu ahli gizi program mbg,negative,0.6904971599578857,kontra,0.3680236041545868,negative
1990588912621027362,makan bergizi gratis bukan hanya memenuhi gizi anak tetapi menggerakkan ekonomi rakyat melalui penyerapan produk lokal membangun ekosistem inklusif menghadirkan manfaat berkelanjutan kesejahteraan masyarakat,positive,0.9974746108055115,pro,0.3640736937522888,positive
1990586249057612211,wakil ketua dpr cucun ahmad syamsurijal akhirnya menyampaikan permintaan maaf setelah pernyataannya soal tidak perlu ahli gizi program makan bergizi gratis mbg viral menuai kritik luas ag,neutral,0.9986880421638489,netral,0.3519672155380249,neutral
